city1,city2,Year,quarter,fare
"Atlanta, GA (Metropolitan Area)","San Antonio, TX",2025,3,225.87
"Minneapolis/St. Paul, MN","Salt Lake City, UT",2025,3,286.49
"Las Vegas, NV","Raleigh/Durham, NC",2025,3,250.75
"Orlando, FL","Richmond, VA",2025,3,135.77
"Cleveland, OH (Metropolitan Area)","Washington, DC (Metropolitan Area)",2025,3,210.78
"Charlotte, NC","Tampa, FL (Metropolitan Area)",2025,3,222.12
"Los Angeles, CA (Metropolitan Area)","Provo, UT",2025,3,104.34
"Atlanta, GA (Metropolitan Area)","Pittsburgh, PA",2025,3,240.08
"Boston, MA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",2025,3,165.95
"Orlando, FL","San Antonio, TX",2025,3,195.47
"Dallas/Fort Worth, TX","Sacramento, CA",2025,3,284.39
"Charlotte, NC","Nashville, TN",2025,3,192.23
"Houston, TX","St. Louis, MO",2025,3,251.13
"Bozeman, MT","New York City, NY (Metropolitan Area)",2025,3,301.59
"Milwaukee, WI","Orlando, FL",2025,3,193.28
"Minneapolis/St. Paul, MN","Raleigh/Durham, NC",2025,3,206.06
"Miami, FL (Metropolitan Area)","Tampa, FL (Metropolitan Area)",2025,3,183.32
"Kansas City, MO","Phoenix, AZ",2025,3,234.86
"Orlando, FL","San Diego, CA",2025,3,237.5
"Columbus, OH","Dallas/Fort Worth, TX",2025,3,283.83
"Albany, NY","Orlando, FL",2025,3,168.19
"Boston, MA (Metropolitan Area)","New Orleans, LA",2025,3,204.46
"Denver, CO","Pittsburgh, PA",2025,3,249.05
"Indianapolis, IN","Tampa, FL (Metropolitan Area)",2025,3,158.65
"Phoenix, AZ","St. Louis, MO",2025,3,235.23
"Cincinnati, OH","Tampa, FL (Metropolitan Area)",2025,3,153.21
"Atlanta, GA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",2025,3,245.73
"Boston, MA (Metropolitan Area)","Myrtle Beach, SC",2025,3,120.64
"Austin, TX","Philadelphia, PA",2025,3,228.77
"Atlanta, GA (Metropolitan Area)","Salt Lake City, UT",2025,3,371.13
"Hartford, CT","Tampa, FL (Metropolitan Area)",2025,3,150.6
"Greensboro/High Point, NC","New York City, NY (Metropolitan Area)",2025,3,197.85
"Louisville, KY","New York City, NY (Metropolitan Area)",2025,3,250.48
"Memphis, TN","New York City, NY (Metropolitan Area)",2025,3,245.54
"Denver, CO","Grand Rapids, MI",2025,3,207.71
"Detroit, MI","Fort Myers, FL",2025,3,187.74
"Albuquerque, NM","Phoenix, AZ",2025,3,183.37
"Houston, TX","Raleigh/Durham, NC",2025,3,238.03
"Los Angeles, CA (Metropolitan Area)","Santa Rosa, CA",2025,3,178.18
"Cincinnati, OH","Dallas/Fort Worth, TX",2025,3,253.03
"Hartford, CT","Miami, FL (Metropolitan Area)",2025,3,169.76
"Charleston, SC","Chicago, IL",2025,3,227.61
"Nashville, TN","Raleigh/Durham, NC",2025,3,195.77
"Austin, TX","Detroit, MI",2025,3,224.72
"Sacramento, CA","Washington, DC (Metropolitan Area)",2025,3,288.58
"Cincinnati, OH","Las Vegas, NV",2025,3,212.36
"Charlotte, NC","San Francisco, CA (Metropolitan Area)",2025,3,371.13
"Denver, CO","Omaha, NE",2025,3,163.29
"Denver, CO","Oklahoma City, OK",2025,3,173.53
"El Paso, TX","Los Angeles, CA (Metropolitan Area)",2025,3,213.3
"Atlanta, GA (Metropolitan Area)","Portland, OR",2025,3,296.55
"Houston, TX","Kansas City, MO",2025,3,246.76
"Buffalo, NY","Miami, FL (Metropolitan Area)",2025,3,153.88
"Boston, MA (Metropolitan Area)","Savannah, GA",2025,3,156.74
"Austin, TX","Minneapolis/St. Paul, MN",2025,3,236.89
"Milwaukee, WI","Phoenix, AZ",2025,3,233.55
"Louisville, KY","Washington, DC (Metropolitan Area)",2025,3,205.62
"Atlanta, GA (Metropolitan Area)","Hartford, CT",2025,3,264.87
"San Antonio, TX","Seattle, WA",2025,3,239.79
"New York City, NY (Metropolitan Area)","Wilmington, NC",2025,3,199.53
"Grand Rapids, MI","New York City, NY (Metropolitan Area)",2025,3,235.07
"Charlotte, NC","Seattle, WA",2025,3,348.2
"Indianapolis, IN","Seattle, WA",2025,3,272.77
"Savannah, GA","Washington, DC (Metropolitan Area)",2025,3,199.63
"Austin, TX","Portland, OR",2025,3,214.59
"Denver, CO","New Orleans, LA",2025,3,228.9
"Dallas/Fort Worth, TX","Jacksonville, FL",2025,3,262.81
"Chicago, IL","Omaha, NE",2025,3,199.09
"Austin, TX","Dallas/Fort Worth, TX",2025,3,237.26
"Indianapolis, IN","San Francisco, CA (Metropolitan Area)",2025,3,288.91
"Miami, FL (Metropolitan Area)","Salt Lake City, UT",2025,3,298.9
"Houston, TX","Portland, OR",2025,3,254.94
"Boston, MA (Metropolitan Area)","Milwaukee, WI",2025,3,228.4
"Columbus, OH","Seattle, WA",2025,3,269.64
"Cincinnati, OH","Los Angeles, CA (Metropolitan Area)",2025,3,315.35
"Atlanta, GA (Metropolitan Area)","Cincinnati, OH",2025,3,226.63
"Jacksonville, FL","Philadelphia, PA",2025,3,203.18
"Atlanta, GA (Metropolitan Area)","Buffalo, NY",2025,3,201.24
"Columbus, OH","Tampa, FL (Metropolitan Area)",2025,3,171.45
"Las Vegas, NV","Pittsburgh, PA",2025,3,225.31
"Boston, MA (Metropolitan Area)","Buffalo, NY",2025,3,170.38
"Minneapolis/St. Paul, MN","St. Louis, MO",2025,3,232.88
"New Orleans, LA","San Francisco, CA (Metropolitan Area)",2025,3,264.92
"Chicago, IL","Memphis, TN",2025,3,212.44
"Philadelphia, PA","West Palm Beach/Palm Beach, FL",2025,3,231.4
"Cleveland, OH (Metropolitan Area)","Fort Myers, FL",2025,3,131.83
"Miami, FL (Metropolitan Area)","San Diego, CA",2025,3,300.82
"San Francisco, CA (Metropolitan Area)","St. Louis, MO",2025,3,294.11
"Cleveland, OH (Metropolitan Area)","Houston, TX",2025,3,250.43
"Columbus, OH","Las Vegas, NV",2025,3,238.77
"San Francisco, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",2025,3,311.88
"Detroit, MI","Raleigh/Durham, NC",2025,3,201.8
"Austin, TX","Tampa, FL (Metropolitan Area)",2025,3,176.25
"Cleveland, OH (Metropolitan Area)","Phoenix, AZ",2025,3,225.01
"Miami, FL (Metropolitan Area)","Richmond, VA",2025,3,156.05
"Eugene, OR","Los Angeles, CA (Metropolitan Area)",2025,3,171.9
"Las Vegas, NV","New Orleans, LA",2025,3,216.32
"Kansas City, MO","Miami, FL (Metropolitan Area)",2025,3,228.01
"Boston, MA (Metropolitan Area)","Kansas City, MO",2025,3,309.49
"Albuquerque, NM","Las Vegas, NV",2025,3,183.16
"Dallas/Fort Worth, TX","Milwaukee, WI",2025,3,265.49
"Reno, NV","Seattle, WA",2025,3,206.35
"Buffalo, NY","Washington, DC (Metropolitan Area)",2025,3,206.13
"Atlanta, GA (Metropolitan Area)","Richmond, VA",2025,3,262.26
"Nashville, TN","San Diego, CA",2025,3,277.02
"Boise, ID","Phoenix, AZ",2025,3,170.42
"El Paso, TX","Las Vegas, NV",2025,3,171.6
"Austin, TX","Salt Lake City, UT",2025,3,239.44
"Norfolk, VA (Metropolitan Area)","Orlando, FL",2025,3,159.27
"Charlotte, NC","Phoenix, AZ",2025,3,328.02
"Atlanta, GA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",2025,3,238.88
"Chicago, IL","Richmond, VA",2025,3,234.97
"Denver, CO","Reno, NV",2025,3,221.82
"Omaha, NE","Phoenix, AZ",2025,3,192.75
"Albuquerque, NM","Dallas/Fort Worth, TX",2025,3,224.22
"Chicago, IL","Savannah, GA",2025,3,214.52
"Indianapolis, IN","Phoenix, AZ",2025,3,275.97
"Houston, TX","Pittsburgh, PA",2025,3,302.59
"Orlando, FL","Portland, OR",2025,3,251.31
"Cleveland, OH (Metropolitan Area)","Seattle, WA",2025,3,278.63
"Chicago, IL","Cincinnati, OH",2025,3,219.43
"Buffalo, NY","Los Angeles, CA (Metropolitan Area)",2025,3,244.42
"Phoenix, AZ","Reno, NV",2025,3,221.25
"Cleveland, OH (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2025,3,315.14
"Houston, TX","Indianapolis, IN",2025,3,267.46
"Pittsburgh, PA","Seattle, WA",2025,3,277.12
"Atlanta, GA (Metropolitan Area)","Nashville, TN",2025,3,225.58
"Cincinnati, OH","Seattle, WA",2025,3,286.67
"San Francisco, CA (Metropolitan Area)","Spokane, WA",2025,3,201.3
"Boise, ID","Denver, CO",2025,3,197.45
"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",2025,3,252.85
"Los Angeles, CA (Metropolitan Area)","Oklahoma City, OK",2025,3,262.58
"St. Louis, MO","Tampa, FL (Metropolitan Area)",2025,3,207.75
"Pittsburgh, PA","San Francisco, CA (Metropolitan Area)",2025,3,312.27
"Albuquerque, NM","New York City, NY (Metropolitan Area)",2025,3,232.76
"Knoxville, TN","New York City, NY (Metropolitan Area)",2025,3,225.67
"Dallas/Fort Worth, TX","Pensacola, FL",2025,3,181.95
"Los Angeles, CA (Metropolitan Area)","Tucson, AZ",2025,3,191.81
"Dallas/Fort Worth, TX","Memphis, TN",2025,3,224.42
"Chicago, IL","Norfolk, VA (Metropolitan Area)",2025,3,223.37
"Indianapolis, IN","Minneapolis/St. Paul, MN",2025,3,264.98
"Charleston, SC","Philadelphia, PA",2025,3,211.01
"Boise, ID","Portland, OR",2025,3,192.96
"Buffalo, NY","Chicago, IL",2025,3,198.71
"Reno, NV","San Diego, CA",2025,3,205.86
"Los Angeles, CA (Metropolitan Area)","Milwaukee, WI",2025,3,268.49
"Orlando, FL","Syracuse, NY",2025,3,171.61
"Las Vegas, NV","Milwaukee, WI",2025,3,235.52
"Atlantic City, NJ","Orlando, FL",2025,3,92.76
"Atlanta, GA (Metropolitan Area)","Jacksonville, FL",2025,3,286.42
"Houston, TX","Oklahoma City, OK",2025,3,228.27
"Phoenix, AZ","Spokane, WA",2025,3,225.84
"New Orleans, LA","Seattle, WA",2025,3,244.46
"Memphis, TN","Orlando, FL",2025,3,166.5
"Albuquerque, NM","Washington, DC (Metropolitan Area)",2025,3,282.08
"Austin, TX","New Orleans, LA",2025,3,148.34
"Boise, ID","San Diego, CA",2025,3,180.91
"Sacramento, CA","Salt Lake City, UT",2025,3,235.14
"Los Angeles, CA (Metropolitan Area)","Memphis, TN",2025,3,271.67
"Hartford, CT","Los Angeles, CA (Metropolitan Area)",2025,3,303.69
"Milwaukee, WI","Seattle, WA",2025,3,263.97
"Fort Myers, FL","Philadelphia, PA",2025,3,203.41
"Memphis, TN","Washington, DC (Metropolitan Area)",2025,3,270.3
"Los Angeles, CA (Metropolitan Area)","Omaha, NE",2025,3,248.48
"Austin, TX","Raleigh/Durham, NC",2025,3,206.76
"Chicago, IL","Portland, ME",2025,3,229.63
"Phoenix, AZ","San Antonio, TX",2025,3,240.13
"Buffalo, NY","Tampa, FL (Metropolitan Area)",2025,3,179.85
"Atlanta, GA (Metropolitan Area)","Milwaukee, WI",2025,3,298.4
"Kansas City, MO","San Francisco, CA (Metropolitan Area)",2025,3,295.99
"Cincinnati, OH","Houston, TX",2025,3,229.81
"Dallas/Fort Worth, TX","Panama City, FL",2025,3,225.67
"Albuquerque, NM","Seattle, WA",2025,3,212.1
"El Paso, TX","Houston, TX",2025,3,226.6
"Columbus, OH","Minneapolis/St. Paul, MN",2025,3,257.77
"Dallas/Fort Worth, TX","Omaha, NE",2025,3,234.39
"Denver, CO","Spokane, WA",2025,3,217.01
"Miami, FL (Metropolitan Area)","Orlando, FL",2025,3,132.81
"Phoenix, AZ","Tampa, FL (Metropolitan Area)",2025,3,308.72
"Denver, CO","Madison, WI",2025,3,214.37
"Palm Springs, CA","San Francisco, CA (Metropolitan Area)",2025,3,186.76
"Dallas/Fort Worth, TX","Louisville, KY",2025,3,245.84
"San Antonio, TX","San Francisco, CA (Metropolitan Area)",2025,3,247.81
"Denver, CO","Des Moines, IA",2025,3,178.49
"Birmingham, AL","New York City, NY (Metropolitan Area)",2025,3,271.89
"Columbus, OH","San Francisco, CA (Metropolitan Area)",2025,3,305.91
"Dallas/Fort Worth, TX","Norfolk, VA (Metropolitan Area)",2025,3,231.55
"Philadelphia, PA","St. Louis, MO",2025,3,261.02
"New Haven, CT","Orlando, FL",2025,3,86.18
"Detroit, MI","St. Louis, MO",2025,3,197.12
"Boise, ID","Las Vegas, NV",2025,3,171.81
"Colorado Springs, CO","Dallas/Fort Worth, TX",2025,3,223.59
"Miami, FL (Metropolitan Area)","San Antonio, TX",2025,3,215.03
"Albany, NY","Chicago, IL",2025,3,242.12
"Chicago, IL","West Palm Beach/Palm Beach, FL",2025,3,235.92
"Denver, CO","Hartford, CT",2025,3,313.94
"Cincinnati, OH","Minneapolis/St. Paul, MN",2025,3,264.18
"Bozeman, MT","Chicago, IL",2025,3,221.71
"Boston, MA (Metropolitan Area)","Sacramento, CA",2025,3,258.06
"New Orleans, LA","Tampa, FL (Metropolitan Area)",2025,3,164.99
"Houston, TX","Tulsa, OK",2025,3,228.19
"New Orleans, LA","Philadelphia, PA",2025,3,222.96
"Birmingham, AL","Dallas/Fort Worth, TX",2025,3,248.74
"Charleston, SC","Miami, FL (Metropolitan Area)",2025,3,159.86
"Philadelphia, PA","Salt Lake City, UT",2025,3,337.4
"Houston, TX","Memphis, TN",2025,3,217.85
"Boise, ID","Sacramento, CA",2025,3,162.06
"Myrtle Beach, SC","Washington, DC (Metropolitan Area)",2025,3,187.47
"Albuquerque, NM","Denver, CO",2025,3,189.91
"New York City, NY (Metropolitan Area)","Reno, NV",2025,3,334.73
"Kansas City, MO","Tampa, FL (Metropolitan Area)",2025,3,211.11
"Martha's Vineyard, MA","New York City, NY (Metropolitan Area)",2025,3,265.13
"Hartford, CT","Minneapolis/St. Paul, MN",2025,3,252.05
"Louisville, KY","Orlando, FL",2025,3,180.17
"Bozeman, MT","Los Angeles, CA (Metropolitan Area)",2025,3,263.32
"Nashville, TN","Salt Lake City, UT",2025,3,328.74
"Louisville, KY","Miami, FL (Metropolitan Area)",2025,3,167.37
"Las Vegas, NV","Memphis, TN",2025,3,203.25
"Chicago, IL","Knoxville, TN",2025,3,217.58
"Atlanta, GA (Metropolitan Area)","Fort Myers, FL",2025,3,234.56
"Huntsville, AL","Washington, DC (Metropolitan Area)",2025,3,281.97
"Asheville, NC","New York City, NY (Metropolitan Area)",2025,3,217.39
"Boston, MA (Metropolitan Area)","San Antonio, TX",2025,3,271.8
"Denver, CO","Tucson, AZ",2025,3,192.28
"Nashville, TN","Portland, OR",2025,3,235.19
"New York City, NY (Metropolitan Area)","Oklahoma City, OK",2025,3,298.51
"Albany, NY","Miami, FL (Metropolitan Area)",2025,3,172.65
"Dallas/Fort Worth, TX","Valparaiso, FL",2025,3,233.88
"San Diego, CA","Tampa, FL (Metropolitan Area)",2025,3,238.46
"Bend/Redmond, OR","Los Angeles, CA (Metropolitan Area)",2025,3,198.37
"Buffalo, NY","Denver, CO",2025,3,215.66
"Columbus, OH","Houston, TX",2025,3,298.24
"Detroit, MI","New Orleans, LA",2025,3,190.93
"Denver, CO","El Paso, TX",2025,3,154.79
"Greenville/Spartanburg, SC","Washington, DC (Metropolitan Area)",2025,3,208.88
"New York City, NY (Metropolitan Area)","Omaha, NE",2025,3,284.41
"Miami, FL (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",2025,3,179.21
"Denver, CO","Pensacola, FL",2025,3,190.38
"Nashville, TN","New Orleans, LA",2025,3,203.33
"Houston, TX","Sacramento, CA",2025,3,309.91
"Kansas City, MO","Nashville, TN",2025,3,235.23
"Los Angeles, CA (Metropolitan Area)","Louisville, KY",2025,3,241.29
"Buffalo, NY","Dallas/Fort Worth, TX",2025,3,262.42
"Orlando, FL","Rochester, NY",2025,3,150.18
"Oklahoma City, OK","Washington, DC (Metropolitan Area)",2025,3,260.45
"Boston, MA (Metropolitan Area)","Wilmington, NC",2025,3,140.03
"Fresno, CA","Las Vegas, NV",2025,3,133.78
"Kansas City, MO","San Diego, CA",2025,3,256.69
"Omaha, NE","Seattle, WA",2025,3,233.28
"Charlotte, NC","Cleveland, OH (Metropolitan Area)",2025,3,254.18
"Las Vegas, NV","Oklahoma City, OK",2025,3,219.7
"Detroit, MI","Salt Lake City, UT",2025,3,351.55
"Norfolk, VA (Metropolitan Area)","San Diego, CA",2025,3,252.67
"Nashville, TN","Sacramento, CA",2025,3,262.0
"Portland, OR","Seattle, WA",2025,3,199.52
"Atlanta, GA (Metropolitan Area)","Charlotte, NC",2025,3,336.66
"Oklahoma City, OK","Seattle, WA",2025,3,249.25
"Sarasota/Bradenton, FL","Washington, DC (Metropolitan Area)",2025,3,229.72
"Las Vegas, NV","Omaha, NE",2025,3,234.19
"Charleston, SC","Dallas/Fort Worth, TX",2025,3,258.8
"Kansas City, MO","Philadelphia, PA",2025,3,285.13
"San Diego, CA","Spokane, WA",2025,3,183.47
"New York City, NY (Metropolitan Area)","Syracuse, NY",2025,3,168.28
"Cleveland, OH (Metropolitan Area)","Nashville, TN",2025,3,196.73
"Chicago, IL","Myrtle Beach, SC",2025,3,174.1
"Madison, WI","New York City, NY (Metropolitan Area)",2025,3,321.74
"Columbus, OH","Phoenix, AZ",2025,3,297.57
"Cincinnati, OH","Phoenix, AZ",2025,3,230.86
"Dallas/Fort Worth, TX","Hartford, CT",2025,3,301.34
"Cleveland, OH (Metropolitan Area)","Minneapolis/St. Paul, MN",2025,3,298.04
"Albany, NY","Washington, DC (Metropolitan Area)",2025,3,246.71
"Birmingham, AL","Chicago, IL",2025,3,236.18
"Bozeman, MT","Seattle, WA",2025,3,180.05
"Charlotte, NC","St. Louis, MO",2025,3,225.66
"San Antonio, TX","San Diego, CA",2025,3,259.42
"Minneapolis/St. Paul, MN","Portland, ME",2025,3,203.21
"Los Angeles, CA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",2025,3,307.12
"Omaha, NE","Washington, DC (Metropolitan Area)",2025,3,260.56
"Grand Rapids, MI","Minneapolis/St. Paul, MN",2025,3,215.2
"Orlando, FL","Trenton, NJ",2025,3,112.75
"Denver, CO","Jacksonville, FL",2025,3,295.04
"Kansas City, MO","Minneapolis/St. Paul, MN",2025,3,312.83
"Fresno, CA","Seattle, WA",2025,3,213.13
"Chicago, IL","Pensacola, FL",2025,3,198.66
"San Diego, CA","St. Louis, MO",2025,3,289.05
"Dallas/Fort Worth, TX","Richmond, VA",2025,3,315.15
"Raleigh/Durham, NC","San Diego, CA",2025,3,243.92
"Charlotte, NC","San Diego, CA",2025,3,344.15
"Cincinnati, OH","San Francisco, CA (Metropolitan Area)",2025,3,277.6
"Cincinnati, OH","Fort Myers, FL",2025,3,162.21
"Las Vegas, NV","Spokane, WA",2025,3,197.46
"Bozeman, MT","San Francisco, CA (Metropolitan Area)",2025,3,245.0
"Charlotte, NC","Salt Lake City, UT",2025,3,311.34
"Minneapolis/St. Paul, MN","San Antonio, TX",2025,3,236.06
"Boston, MA (Metropolitan Area)","Bozeman, MT",2025,3,294.12
"Chicago, IL","Oklahoma City, OK",2025,3,241.52
"Chicago, IL","Greenville/Spartanburg, SC",2025,3,227.32
"Albuquerque, NM","Chicago, IL",2025,3,250.52
"Austin, TX","El Paso, TX",2025,3,226.48
"Detroit, MI","Kansas City, MO",2025,3,336.89
"Austin, TX","St. Louis, MO",2025,3,204.64
"Cedar Rapids/Iowa City, IA","Denver, CO",2025,3,166.19
"Jacksonville, FL","Los Angeles, CA (Metropolitan Area)",2025,3,300.97
"Phoenix, AZ","Provo, UT",2025,3,99.09
"Denver, CO","Tulsa, OK",2025,3,198.39
"Los Angeles, CA (Metropolitan Area)","Richmond, VA",2025,3,294.49
"Denver, CO","Memphis, TN",2025,3,207.35
"Asheville, NC","Miami, FL (Metropolitan Area)",2025,3,139.27
"Jacksonville, FL","Nashville, TN",2025,3,222.72
"Kansas City, MO","Portland, OR",2025,3,234.12
"Philadelphia, PA","Savannah, GA",2025,3,193.43
"Birmingham, AL","Washington, DC (Metropolitan Area)",2025,3,272.54
"Los Angeles, CA (Metropolitan Area)","Tulsa, OK",2025,3,232.31
"Orlando, FL","Sacramento, CA",2025,3,249.34
"San Francisco, CA (Metropolitan Area)","Santa Barbara, CA",2025,3,207.71
"Dallas/Fort Worth, TX","Reno, NV",2025,3,319.52
"Fort Myers, FL","Pittsburgh, PA",2025,3,159.94
"Austin, TX","Indianapolis, IN",2025,3,210.58
"Everett, WA","Phoenix, AZ",2025,3,178.31
"Bozeman, MT","Minneapolis/St. Paul, MN",2025,3,225.93
"Memphis, TN","Miami, FL (Metropolitan Area)",2025,3,206.4
"Seattle, WA","Tucson, AZ",2025,3,237.58
"Minneapolis/St. Paul, MN","Pittsburgh, PA",2025,3,276.06
"Pittsburgh, PA","Washington, DC (Metropolitan Area)",2025,3,202.84
"Atlanta, GA (Metropolitan Area)","Sacramento, CA",2025,3,371.13
"Phoenix, AZ","Pittsburgh, PA",2025,3,286.28
"Dallas/Fort Worth, TX","Lubbock, TX",2025,3,216.04
"Columbia, SC","New York City, NY (Metropolitan Area)",2025,3,213.05
"Chicago, IL","Louisville, KY",2025,3,214.75
"Portland, OR","Spokane, WA",2025,3,189.7
"El Paso, TX","San Antonio, TX",2025,3,213.89
"Phoenix, AZ","Raleigh/Durham, NC",2025,3,297.64
"Austin, TX","Kansas City, MO",2025,3,202.57
"Dallas/Fort Worth, TX","Grand Rapids, MI",2025,3,284.19
"Myrtle Beach, SC","Pittsburgh, PA",2025,3,114.38
"Nashville, TN","Pittsburgh, PA",2025,3,217.42
"Boston, MA (Metropolitan Area)","Louisville, KY",2025,3,255.46
"Philadelphia, PA","Portland, OR",2025,3,302.39
"Albuquerque, NM","Houston, TX",2025,3,266.62
"Fayetteville, AR","New York City, NY (Metropolitan Area)",2025,3,305.82
"Indianapolis, IN","Philadelphia, PA",2025,3,330.23
"Atlanta, GA (Metropolitan Area)","Memphis, TN",2025,3,312.54
"Nashville, TN","San Antonio, TX",2025,3,231.65
"Houston, TX","Milwaukee, WI",2025,3,257.13
"Miami, FL (Metropolitan Area)","Pensacola, FL",2025,3,174.38
"Charlotte, NC","Hartford, CT",2025,3,252.89
"Detroit, MI","Portland, OR",2025,3,371.13
"Louisville, KY","Tampa, FL (Metropolitan Area)",2025,3,175.37
"Kansas City, MO","Salt Lake City, UT",2025,3,304.12
"Boise, ID","Spokane, WA",2025,3,181.37
"Bangor, ME","New York City, NY (Metropolitan Area)",2025,3,253.78
"Los Angeles, CA (Metropolitan Area)","Medford, OR",2025,3,176.62
"Norfolk, VA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",2025,3,144.01
"Las Vegas, NV","Mission/McAllen/Edinburg, TX",2025,3,141.97
"Charleston, SC","Denver, CO",2025,3,272.21
"Minneapolis/St. Paul, MN","New Orleans, LA",2025,3,218.93
"Eugene, OR","San Francisco, CA (Metropolitan Area)",2025,3,194.18
"Des Moines, IA","New York City, NY (Metropolitan Area)",2025,3,252.46
"Austin, TX","Charlotte, NC",2025,3,330.59
"Miami, FL (Metropolitan Area)","Portland, OR",2025,3,255.02
"Charlotte, NC","Indianapolis, IN",2025,3,287.72
"Charlotte, NC","New Orleans, LA",2025,3,219.56
"Dallas/Fort Worth, TX","Savannah, GA",2025,3,245.72
"Austin, TX","Sacramento, CA",2025,3,249.88
"Boise, ID","Chicago, IL",2025,3,235.44
"Grand Rapids, MI","Washington, DC (Metropolitan Area)",2025,3,257.17
"Grand Rapids, MI","Los Angeles, CA (Metropolitan Area)",2025,3,293.46
"Denver, CO","Richmond, VA",2025,3,288.53
"Charleston, SC","Los Angeles, CA (Metropolitan Area)",2025,3,288.35
"Knoxville, TN","Washington, DC (Metropolitan Area)",2025,3,237.77
"Portland, OR","Reno, NV",2025,3,207.96
"Detroit, MI","Myrtle Beach, SC",2025,3,146.45
"Palm Springs, CA","Seattle, WA",2025,3,220.23
"Des Moines, IA","Phoenix, AZ",2025,3,205.98
"Indianapolis, IN","San Diego, CA",2025,3,275.95
"Milwaukee, WI","Nashville, TN",2025,3,212.9
